law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
GOD9129,Godfrey & Kahn,,,,,,,,,Godfrey & Kahn,194,53,136,30,24,"Alabama, California, Delaware, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Maryland, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Texas, Vermont, Virginia, Wisconsin",75,1,3,6,11,44,6,23,1,5,0,25,16,12,1,4,0,1,8,6,0,4,1,0,0,0,0,0,8,0,1,3,10,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,2,0,0,0,0,2,7,0,1,2,79,47,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
GOL4784,Goldberg Segalla,,,,31590,Goldberg Segalla,1667363,urn:entity:lfm-1667363,https://yoda.lexisai.aws.lexis.com/lawfirms/1667363,Goldberg Segalla,"1,057",151,886,52,31,"California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Maryland, Massachusetts, Minnesota, Missouri, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington, West Virginia, Wisconsin",363,2,4,79,12,51,9,88,2,8,3,216,39,157,4,2,0,306,11,4,0,5,1,0,0,15,137,82,127,74,0,12,140,84,13,8,0,18,24,8,15,23,2,0,1,0,0,0,0,0,0,0,2,2,21,0,1,0,0,0,1,0,0,1,2,32,11,7,4,4,1,0,0,1,1,3,9,5,0,0,0,0,0,45,10,13,6,0,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,32,5,33,0,3,2,4
GOL9621,Golenbock Eiseman Assor Bell & Peskoe,,,,,,,,,Golenbock Eiseman Assor Bell & Peskoe,55,15,36,14,13,"California, Delaware, Florida, Illinois, Indiana, Maryland, Minnesota, New Jersey, New York, Ohio, Pennsylvania, Texas, Virginia",44,1,3,11,0,9,1,11,0,0,7,0,2,0,1,0,0,3,3,1,0,0,0,0,0,0,7,0,30,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GOO3658,Goodell DeVries,,,,12764006,"Goodell, DeVries, Leech & Dann",517992,urn:entity:lfm-517992,https://yoda.lexisai.aws.lexis.com/lawfirms/517992,"Goodell, DeVries, Leech & Dann",67,8,56,13,12,"California, Delaware, District of Columbia, Florida, Illinois, Maryland, Minnesota, New York, Ohio, Pennsylvania, Tennessee, Virginia",41,0,1,1,0,10,0,2,0,0,0,8,0,15,0,0,0,22,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9
GOO1738,Goodwin,,,,692,Goodwin,291140,urn:entity:lfm-291140,https://yoda.lexisai.aws.lexis.com/lawfirms/291140,Goodwin,492,82,366,63,41,"Alabama, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin",265,21,11,19,46,97,10,8,0,30,1,4,105,13,50,0,0,5,27,28,0,56,1,5,1,3,16,2,65,6,1,51,19,4,3,2,0,5,0,1,2,1,0,0,0,1,0,0,0,0,0,11,4,3,12,1,1,6,2,4,4,1,0,1,1,8,1,0,3,2,0,0,0,0,1,2,1,1,1,0,0,0,7,26,6,64,10,0,2,0,0,3,0,3,1,3,3,1,1,0,1,0,3,0,0,1,0,6,2,11,0,3,0,19
GOR9094,Gordon Feinblatt,,,,,,,,,Gordon Feinblatt,40,22,16,5,5,"District of Columbia, Florida, Maryland, Massachusetts, Pennsylvania",17,0,0,0,1,7,1,6,1,4,0,0,0,0,0,1,0,9,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GOR4873,Gordon & Rees,,,,2706,Gordon Rees Scully Mansukhani,102507,urn:entity:lfm-102507,https://yoda.lexisai.aws.lexis.com/lawfirms/102507,Gordon Rees Scully Mansukhani,"4,927",512,"4,349",91,51,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming",900,12,14,299,"1,227",508,94,717,9,116,9,458,15,548,7,16,0,301,172,139,5,58,4,13,1,61,214,18,314,13,4,24,177,110,17,65,0,67,24,13,29,64,74,14,8,12,20,5,9,5,14,43,56,124,62,11,18,55,15,40,40,12,16,10,12,143,14,15,35,27,18,12,11,7,5,148,28,38,18,6,11,8,82,535,137,334,128,0,13,18,5,141,0,81,17,98,152,12,27,2,8,25,38,23,7,25,8,186,13,157,12,101,7,21
GOU6859,Goulston & Storrs,,,,,,,,,Goulston & Storrs,41,17,22,9,8,"Arizona, Massachusetts, Michigan, New Jersey, New York, North Carolina, Pennsylvania, Texas",25,0,1,4,0,14,1,0,1,0,0,0,5,1,3,0,0,2,5,1,0,21,0,0,0,0,2,0,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRA1814,Gray Reed & McGraw,,,,,,,,,Gray Reed & McGraw,174,51,114,12,8,"California, Colorado, Florida, Missouri, New Mexico, New York, Oklahoma, Texas",57,1,11,2,33,34,1,36,2,0,1,7,10,3,2,0,5,3,10,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,84,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0
GRA5326,Graydon Head & Ritchey,,,,,,,,,Graydon Head & Ritchey,100,38,60,18,14,"California, Delaware, District of Columbia, Florida, Georgia, Indiana, Kentucky, Mississippi, New York, Ohio, Pennsylvania, Texas, Virginia, West Virginia",53,0,2,2,6,32,11,13,0,6,0,5,3,1,1,0,0,5,1,12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,5,0,9,2,0,0,5,55,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2
GRA4391,GrayRobinson,,,,2420,GrayRobinson,665028,urn:entity:lfm-665028,https://yoda.lexisai.aws.lexis.com/lawfirms/665028,GrayRobinson,689,99,515,17,13,"California, Delaware, District of Columbia, Florida, Georgia, Illinois, Louisiana, Maryland, Michigan, New York, Oklahoma, Pennsylvania, Virgin Islands",79,5,7,61,47,68,6,94,0,104,1,42,26,4,3,3,1,33,43,12,0,0,0,0,2,0,1,0,3,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,297,42,325,0,3,0,1
GRE2781,"Greenbaum, Rowe, Smith & Davis",,,,,,,,,"Greenbaum, Rowe, Smith & Davis",84,12,67,7,6,"Alabama, Florida, Maryland, New Hampshire, New Jersey, New York",35,0,4,0,15,15,0,3,0,1,0,1,0,13,3,0,0,23,0,0,0,0,1,0,0,0,3,0,9,0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
GRE4794,Greenberg Glusker Fields Claman & Machtinger,,,,,,,,,Greenberg Glusker Fields Claman & Machtinger,68,28,35,10,6,"California, Florida, Indiana, Michigan, New York, Washington",59,0,3,3,1,17,11,0,4,0,0,12,1,1,0,0,0,0,7,6,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GRE1872,Greenberg Traurig,,,,16,Greenberg Traurig,43692,urn:entity:lfm-43692,https://yoda.lexisai.aws.lexis.com/lawfirms/43692,Greenberg Traurig,"2,483",371,"2,023",84,46,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin, Wyoming",665,16,51,124,160,398,89,280,9,28,9,64,154,459,50,4,2,71,145,64,2,34,0,6,2,23,74,12,173,23,0,53,79,114,19,30,0,25,1,1,1,7,32,2,0,1,13,0,4,5,15,36,61,58,54,4,4,4,4,5,10,3,7,8,11,115,4,5,9,3,2,7,4,6,2,30,21,16,0,1,1,0,68,208,27,87,29,0,1,0,1,86,0,4,2,14,29,4,4,2,5,5,14,1,2,7,2,191,46,282,2,91,2,21
GRE4252,"Greensfelder, Hemker & Gale",,,,,,,,,"Greensfelder, Hemker & Gale",146,41,103,32,22,"Alabama, Arizona, California, Colorado, Delaware, District of Columbia, Florida, Illinois, Indiana, Kentucky, Maryland, Missouri, Nevada, New Jersey, New York, Ohio, Oklahoma, Pennsylvania, South Carolina, Virginia, Washington, Wisconsin",81,0,1,4,15,41,5,18,1,25,1,2,1,8,2,1,0,2,10,17,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,19,15,2,2,1,2,0,0,0,0,0,66,7,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,1
GRE8768,Greenspoon Marder,,,,13727222,Greenspoon Marder,650004,urn:entity:lfm-650004,https://yoda.lexisai.aws.lexis.com/lawfirms/650004,Greenspoon Marder,398,130,264,50,32,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia",198,0,4,34,99,77,6,40,0,1,2,5,2,3,2,1,1,36,29,5,0,2,1,0,3,1,7,0,9,0,0,1,16,3,1,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,2,6,0,0,5,0,2,1,2,2,0,2,13,0,0,0,0,0,1,0,0,0,2,3,5,0,0,0,0,7,25,2,8,3,0,0,0,1,12,0,2,0,0,12,0,2,0,1,0,0,0,0,2,1,55,2,151,1,6,1,2
GUN2463,Gunster,,,,6135,Gunster,649895,urn:entity:lfm-649895,https://yoda.lexisai.aws.lexis.com/lawfirms/649895,Gunster,211,49,153,16,10,"Alaska, California, District of Columbia, Florida, Indiana, Massachusetts, Michigan, New York, Texas, Virginia",61,10,2,10,12,49,5,38,2,2,1,1,3,5,9,2,2,1,14,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,110,0,0,0,8
HAH9189,Hahn Loeser,,,,74436,Hahn Loeser & Parks,1153868,urn:entity:lfm-1153868,https://yoda.lexisai.aws.lexis.com/lawfirms/1153868,Hahn Loeser & Parks,226,68,155,42,27,"Alabama, Arizona, California, Colorado, Delaware, Florida, Illinois, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Texas, Vermont, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin, Wyoming",149,1,1,8,21,58,3,36,1,11,0,9,20,4,2,15,1,1,10,14,0,1,0,0,0,0,2,2,9,0,1,4,2,3,0,5,1,3,0,0,1,1,1,0,1,1,0,1,0,0,0,0,2,1,3,1,0,2,1,61,37,1,1,1,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,9,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,14,1,9,0,0,0,0
NAS9326,Nason Yeager Gerson Harris and Fumero PA,,,,,,,,,"Haile, Shaw & Pfaffenberger",30,9,20,3,2,"Florida, New York",18,0,1,4,0,9,1,4,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0
HAL4710,Hall & Evans,,,,,,,,,Hall & Evans,457,27,423,18,15,"Colorado, Florida, Idaho, Iowa, Kansas, Minnesota, Missouri, Montana, Nebraska, New Mexico, New York, North Dakota, Texas, Utah, Wyoming",66,3,0,49,2,32,3,27,0,3,0,55,1,15,0,2,0,221,3,7,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,6,5,12,1,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,299,11,16,0,0,0,12,49,0,0,0,0,1,0,0,0,0,0
HAL3064,Hall Booth Smith,,,,,,,,,Hall Booth Smith,632,56,568,44,24,"Alabama, Arizona, Arkansas, Colorado, Florida, Georgia, Illinois, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Mississippi, Missouri, Montana, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas",169,0,0,64,9,30,5,61,1,5,3,88,6,29,1,0,0,277,9,5,0,2,0,0,0,0,5,0,6,0,0,0,7,1,11,1,0,2,7,11,32,44,0,0,0,0,0,0,2,1,1,2,0,1,3,0,1,0,0,1,1,14,17,23,0,1,0,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,1,1,1,0,0,4,7,4,14,4,24,76,227,33,0
HAL9043,Hall Estill,,,,76301,Hall Estill,53403,urn:entity:lfm-53403,https://yoda.lexisai.aws.lexis.com/lawfirms/53403,Hall Estill,328,99,225,25,18,"Arizona, Arkansas, California, Colorado, Delaware, Georgia, Illinois, Iowa, Louisiana, Maryland, Minnesota, Missouri, New Mexico, New York, North Carolina, Ohio, Oklahoma, Texas",62,2,5,12,15,51,5,57,0,4,0,60,6,7,5,2,3,11,5,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,3,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,29,91,157,0,0,0,0,0,0,0,0,0,3,0,0
HAL3044,Hall Render Killian Heath & Lyman,,,,,,,,,Hall Render Killian Heath & Lyman,78,41,36,15,12,"Alaska, Colorado, District of Columbia, Florida, Illinois, Indiana, Michigan, New Mexico, Rhode Island, Texas, Utah, Wisconsin",45,0,0,3,1,2,1,23,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,2,1,0,3,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,32
HAM6391,Hamilton Brook,,,,30651,Hamilton Brook Smith & Reynolds,546919,urn:entity:lfm-546919,https://yoda.lexisai.aws.lexis.com/lawfirms/546919,Hamilton Brook Smith & Reynolds,13,8,5,4,4,"California, Delaware, Illinois, Massachusetts",12,0,0,0,0,2,1,0,0,0,0,0,9,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAN8079,Hancock Estabrook,,,,,,,,,Hancock Estabrook,69,13,40,9,7,"California, Georgia, Maine, Massachusetts, New York, Pennsylvania, Vermont",21,0,1,10,3,6,0,12,1,1,0,8,1,4,0,2,0,4,1,0,1,1,0,0,1,0,0,55,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HAN6281,Hand Arendall,,,,,,,,,Hand Arendall,164,29,133,13,7,"Alabama, Florida, Louisiana, Mississippi, Missouri, Tennessee, Texas",34,0,0,6,4,13,2,20,1,8,0,43,0,5,0,1,1,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,67,51,1,19,1,0,0,0,0
HAN3473,Hanson Bridgett,,,,,,,,,Hanson Bridgett,160,36,121,12,7,"California, Maryland, Minnesota, New Mexico, New York, Tennessee, Texas",61,2,0,39,0,20,11,23,6,1,3,16,5,3,0,0,0,4,14,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,26,88,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAR9802,"Harness, Dickey & Pierce",,,,,,,,,"Harness, Dickey & Pierce",51,28,21,25,20,"California, Delaware, Florida, Illinois, Indiana, Iowa, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nevada, New Jersey, North Carolina, Ohio, Oklahoma, Pennsylvania, Texas, Virginia, Wisconsin",50,0,0,0,0,12,7,0,0,0,0,0,31,0,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,6,0,2,1,0,0,0,0,1,0,0,3,4,0,0,0,0,3,2,3,1,0,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
HAR5764,Harris Beach,,,,18066003,Harris Beach,189527,urn:entity:lfm-189527,https://yoda.lexisai.aws.lexis.com/lawfirms/189527,Harris Beach,273,61,200,27,20,"Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Massachusetts, Michigan, Minnesota, Nevada, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Tennessee, Texas, Utah, Vermont, Virginia",120,5,2,35,6,35,9,28,5,20,0,8,6,43,1,4,1,20,15,6,0,3,0,1,0,10,61,44,60,45,1,3,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,2
HAR4080,Harris Shelton Hanover Walsh,,,,,,,,,Harris Shelton Hanover Walsh,97,33,61,7,4,"Mississippi, New Jersey, Oklahoma, Tennessee",23,0,2,17,2,15,1,16,0,3,0,7,0,5,0,0,1,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HAR6561,Harrity & Harrity,,,,,,,,,Harrity & Harrity,1,0,1,1,1,Pennsylvania,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAR5723,Harter Secrest & Emery,,,,,,,,,Harter Secrest & Emery,61,14,47,17,13,"Arizona, Florida, Illinois, Maryland, Massachusetts, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Texas",28,1,0,3,1,12,3,17,0,4,0,3,5,1,3,0,0,3,7,4,0,2,0,0,0,0,1,3,3,40,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
HAW7792,Hawkins Parnell & Young,,,,,,,,,Hawkins Parnell & Young,440,19,414,40,25,"Alabama, Arkansas, California, Connecticut, Delaware, Florida, Georgia, Illinois, Kentucky, Maryland, Massachusetts, Minnesota, Missouri, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Texas, Utah, Virginia, West Virginia",197,1,2,13,50,23,3,32,1,2,0,43,1,123,1,0,0,129,2,6,0,1,0,1,0,1,8,0,13,0,0,1,5,0,0,1,0,1,4,1,3,3,0,1,0,3,0,0,0,0,0,3,23,28,15,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,4,0,0,2,23,1,0,0,0,0,0,52,6,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,6,27,142,22,0
